tierspol,tierspol,True,1.0,1.0,1.0,1.0,1.0
.P.H.U. "ADAM" ,.P.H.U. "ADAM" ,True,1.0,1.0,1.0,1.0,1.0
Instalbud Garden,Instalbud Garden,True,1.0,1.0,1.0,1.0,1.0
Private Finance Sp z o.o.,Private Finance Sp z o.o.,True,1.0,1.0,1.0,1.0,1.0
Tania Jazda,Tania Jazda,True,1.0,1.0,1.0,1.0,1.0
P.H.U.  RICONEX,p.h.u.ricconex,False,0.26666666666666666,0.2,0.47142857142857136,0.47142857142857136,0.06896551724137931
Autokor ,Autokor ,True,1.0,1.0,1.0,1.0,1.0
Eco-para Mobilna Myjnia Parowa,Eco-para Mobilna Myjnia Parowa,True,1.0,1.0,1.0,1.0,1.0
NZOZ Medi-med.,NZOZ Medi-med.,True,1.0,1.0,1.0,1.0,1.0
CENTRUM MEDYCZNE PANEWNIKI,CENTRUM MEDYCZNE PANEWNIKI,True,1.0,1.0,1.0,1.0,1.0
Logistyka medyczna Logmed,Logistyka medyczna Logmed,True,1.0,1.0,1.0,1.0,1.0
PRESBUD,presbud,False,0.0,0.0,0,0.0,0.0
SECURITY SERVICE £ódzka Agencja Ochrony Mienia,SECURITYSERVICE£ódzkaAgencjaOchronyMienia,False,0.2826086956521739,0.8913043478260869,0.9637681159420289,0.9927536231884058,0.9425287356321839
Tropiciel GPS - monitoring gps,Tropiciel GPS - monitoring gps,True,1.0,1.0,1.0,1.0,1.0
P.P.H.U. Autoloewen,P.P.H.U. Autoloewen,True,1.0,1.0,1.0,1.0,1.0
Autoryzowany Zak³ad Instalacji Alarmowych "ALERT",Autoryzowany Zak³ad Instalacji Alarmowych "ALERT",True,1.0,1.0,1.0,1.0,1.0
X Dystrybucja,XDystrybucja,False,0.15384615384615385,0.9230769230769231,0.9743589743589745,0.976923076923077,0.96
Security Car System - Systemy zabezpieczaj¹ce pojazdów,SECURITY CAR SYSTEM - SYSTEMY ZABEZPIECZAJ¥CE POJADÓW,False,0.2222222222222222,0.2037037037037037,0.3795078669292506,0.44155708023632556,0.18691588785046728
SECAR,SECAR,True,1.0,1.0,1.0,1.0,1.0
AUTOINSTAL,AUTOINSTAL,True,1.0,1.0,1.0,1.0,1.0
AUTO-ELEKTRO Marek Po³omski,AUTO-ELEKTRO Marek Po³omski,True,1.0,1.0,1.0,1.0,1.0
Auto-Alarm Janusz Niedzia³ek,Auto-Alarm Janusz Niedzia³ek,True,1.0,1.0,1.0,1.0,1.0
IRENE & MOPAR Auta na gaz,IRENE & MOPAR Auta na gaz,True,1.0,1.0,1.0,1.0,1.0
Autodiagnostyka i elektromechanika Janusz Suchanecki,Autodiagnostyka i elektromechanika Janusz Suchanecki,True,1.0,1.0,1.0,1.0,1.0
DAZ-TRONIK s.c.,DAZ-TRONI s.c.,False,0.6666666666666666,0.9333333333333333,0.9777777777777779,0.9977777777777778,0.9655172413793104
Zak³ad Us³ugowo-Handlowy Kropek Micha³ Kropiñski,Zak³ad Us³ugowo-Handlowy Kropek MicIha³ Kropiñski,False,0.7346938775510204,0.9800083298625574,0.9931972789115647,1.0170068027210881,0.9896907216494846
AutoBlok alarmy blokady,AutoBlok alarmy blokady,True,1.0,1.0,1.0,1.0,1.0
Ancar ZHU Adam Niedzielski,Ancar ZHU Adam Niedzielski,True,1.0,1.0,1.0,1.0,1.0
VE Systems,VESystems,False,0.3,0.9,0.9666666666666667,0.9733333333333334,0.9473684210526315
NQ-SYSTEM - Awaryjne otwieranie dzrzwi samochodowych i zamków,NQ-SYSTEM - Awaryjne otwieranie dzrzwi samochodowych i zamków,True,1.0,1.0,1.0,1.0,1.0
Ars-Alarm,Ars-Alam,False,0.8888888888888888,0.8888888888888888,0.9629629629629629,0.9888888888888889,0.9411764705882353
Firma Us³ugowa Artur Wachnik Autoalarmy,Firma Us³ugowa Artur Wachnik Autoalarmy,True,1.0,1.0,1.0,1.0,1.0
Quasar Electronics,Quasar Electronics,True,1.0,1.0,1.0,1.0,1.0
Auto skup Z³omowanie pojazdów,AutoskupZ³omowaniepojazdów,False,0.27586206896551724,0.896551724137931,0.9655172413793104,0.9793103448275863,0.9454545454545454
Pol-Cars Skup Aut za Gotówkê,Pol-Cars Skup Aut za Gotówkê,True,1.0,1.0,1.0,1.0,1.0
Skup samochodów "DAYTONA" AUTO-KOMIS,Skup Samochodów "Daytona" Auto-Komis,False,0.6111111111111112,0.6111111111111112,0.718013468013468,0.859006734006734,0.6666666666666666
Pol-Cars Skup Aut za Gotówkê,Pol-Cars Skup Aut za Gotówkê,True,1.0,1.0,1.0,1.0,1.0
DAYTONA" AUTO-KOMIS,DAYTONA" AUTO-KOMIS,True,1.0,1.0,1.0,1.0,1.0
P.H.U. EFEKT,P.H.U. EFEKT,True,1.0,1.0,1.0,1.0,1.0
Ecoplan,ECOPLAN,False,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.4857142857142857,0.14285714285714285
Auto-Wsparcie Micha³ Pob³ocki,Auto-Wsparcie Micha³ Pob³ocki,True,1.0,1.0,1.0,1.0,1.0
Motopartners - Mechanika Samochodowa Piotr Laszczak,MotopartneGrs - Mechanika Samochodowa PiotrLaszczak,False,0.35294117647058826,0.9607843137254902,0.9869281045751634,1.0,0.9803921568627451
FHU CAS-CAR,FHRUCAS-CAR,False,0.8181818181818182,0.8181818181818182,0.9393939393939394,0.9515151515151515,0.9090909090909091
PHU Carslux & Tourist,PHU Carslux & Tourist,True,1.0,1.0,1.0,1.0,1.0
TOM CARS,tom cars,False,0.125,0.125,0.4166666666666667,0.4166666666666667,0.125
Filar Skup Aut,FilarD Skup Aut,False,0.4,0.9377777777777777,0.9777777777777779,0.9888888888888889,0.9655172413793104
F.H.U. AUTO-ADAM",F.H.U. AUTO-ADAM",True,1.0,1.0,1.0,1.0,1.0
Art Garage Wiktor Winiarczyk,Art Garage Wiktor Winiarczyk,True,1.0,1.0,1.0,1.0,1.0
INVEST-AUTO,INVEST-AUTO,True,1.0,1.0,1.0,1.0,1.0
Firma Handlowo Us³ugowa Havannah Rados³aw Sojan,Firma Handlowo Us³ugowa Havannah Rados³aw Sojan,True,1.0,1.0,1.0,1.0,1.0
AUTO KOMIS "Bogucki -Auto Handel" Henryk Bogucki,AUTO KOMIS "Bogucki -Auto Handel" Henryk Bogucki,True,1.0,1.0,1.0,1.0,1.0
P.U.H.P Firma "Olimp" Sprzeda¿ i zabudowy karawanów pogrzebowych,P.U.H.P Firma "Olimp" Sprzeda¿ i zabudowy karawanów pogrzebowych,True,1.0,1.0,1.0,1.0,1.0
Markowe-U¿ywane Skutery oraz Motocykle,Markowe-U¿ywaneSkuteryorazMotocykle,False,0.47368421052631576,0.9210526315789473,0.9736842105263158,1.013157894736842,0.958904109589041
MIKA Autosprzeda¿,MIKA Autosprzeda¿,True,1.0,1.0,1.0,1.0,1.0
Skup Aut za gotówkê,Skup Aut Za Gotówkê,False,0.8947368421052632,0.8947368421052632,0.9298245614035089,0.9929824561403509,0.8947368421052632
Skup Samochodów Arkadiusz Kaszta,Skup Samochodów Arkadiusz Kaszta,True,1.0,1.0,1.0,1.0,1.0
FHU Karat - Auto Gaz,FHU Karat - Auto Gaz,True,1.0,1.0,1.0,1.0,1.0
Auto Serwis Piotr Masicz,AutoSerwisPiotrMasicz,False,0.2916666666666667,0.875,0.9583333333333334,0.975,0.9333333333333333
auto gaz Grazyna Kolowrocka,auto gaz Grazyna Kolowrocka,True,1.0,1.0,1.0,1.0,1.0
Auto-MiK ¯urek Sp.J.,Auto-MiK ¯urek Sp.J.,True,1.0,1.0,1.0,1.0,1.0
KEMOT-GAZ Tomasz Kutek,KEMOT-GAZ TOMASZ KUTEK,False,0.5909090909090909,0.5909090909090909,0.7272727272727272,1.0272727272727273,0.5909090909090909
Auto-Gaz Elektromechanika Pojazdowa,Auto-Gaz Elektromechanika Pojazdowa,True,1.0,1.0,1.0,1.0,1.0
PHU Andrzej Kolis Montaz samochodowych instalacji gazowych,PHU Andrzej Kolis Montaz samochodowych instalacji gazowych,True,1.0,1.0,1.0,1.0,1.0
Auto Ermart Niewiadomska Marta,Auto Ermart Niewiadomska Marta,True,1.0,1.0,1.0,1.0,1.0
ALBAZ sp. z o.o.,ALBAZk sp. z o.o.,False,0.35294117647058826,0.9446366782006921,0.9803921568627452,0.9901960784313726,0.9696969696969697
Jard Serwis Monta¿ Samochodowych Instalacji Gazowych (warsztat przeniesiony z ul. Ceglanej),Jard Serwis Monta¿ Samochodowych Instalacji Gazowych (warsztat przeniesiony z ul. Ceglanej),True,1.0,1.0,1.0,1.0,1.0
Autogas Technic Adam Runiewicz,Autogas Technic Adam Runiewicz,True,1.0,1.0,1.0,1.0,1.0
Security Car System - Systemy zabezpieczaj¹ce pojazdów,Security Car System - Systemy zabezpieczaj¹ce pojazdów,True,1.0,1.0,1.0,1.0,1.0
Gorzkiewicz Profesjonalny Monta¿ Samochodowych Instalacji Gazowych,Gorzkiewiczx Profesjonalny Monta¿ Samochodowych Instalacji Gazowych,False,0.1791044776119403,0.9852973936288706,0.9950248756218905,1.000497512437811,0.9924812030075187
Code Systemy Alarmowe Elektronika Samochodowa Andrzej Ambrozik,Code Systemy Alarmowe Elektronika Samochodowa Andrzej Ambrozik,True,1.0,1.0,1.0,1.0,1.0
Dystrybucja Gazu "Propan-Butan" s.c. K.Chojnowski A.Chudek,DystrybucjaGazu"Propan-Butan"s.c.K.ChojnowskiA.Chudek,False,0.27586206896551724,0.9137931034482759,0.9712643678160919,1.0028735632183907,0.954954954954955
Rem-Car - Serwis - Grzegorz Rysztof,Rem-Car - Serwis - Grzegorz Rysztof,True,1.0,1.0,1.0,1.0,1.0
Marol-Gaz - Marcin Czapp - Monta¿ instalacji gazowych serwis,Marol-Gaz-MarcinCzapp-Monta¿instalacjigazowychserwis,False,0.31666666666666665,0.8666666666666667,0.9555555555555556,0.9955555555555555,0.9107142857142857
Gaz-Elek - Zinka M.,Gaz-Elek - Zinka M.,True,1.0,1.0,1.0,1.0,1.0
IRENE & MOPAR Auta na gaz,Irene & Mopar Auta Na Gaz,False,0.6,0.6,0.6444444444444444,0.6799999999999999,0.68
GZW Odbudowa i Tuning,GZWOdbudowaiTuning,False,0.2857142857142857,0.8571428571428571,0.9523809523809524,0.9666666666666667,0.9230769230769231
Auto Gaz System Andrzej Moæko,Auto Gaz System Andrzej Moæko,True,1.0,1.0,1.0,1.0,1.0
Auto-Box - Serwis i sprzeda¿ czêœci do samochodów japoñskich i europejskich,Auto-Box - Serwis i sprzeda¿ czêœci do samochodów japoñskich i europejskich,True,1.0,1.0,1.0,1.0,1.0
Auto-Gaz MAK,Auto-Gaz MAK,True,1.0,1.0,1.0,1.0,1.0
AUTO GAZ CENTRUM Krzysztof Bartosiewicz,AUTO GAZ CENTRUM Krzysztof Bartosiewicz,True,1.0,1.0,1.0,1.0,1.0
F.U. MOTO-GAZ Piotr Gêbala,F.U MOTO-GAZ Piotr Gêbala,False,0.15384615384615385,0.9615384615384616,0.9871794871794872,0.9910256410256411,0.9803921568627451
Auto Gaz Serwis,Auto Gaz Serwis,True,1.0,1.0,1.0,1.0,1.0
AUTOINSTAL,AUTOINSTAL,True,1.0,1.0,1.0,1.0,1.0
Auto Gaz Gaz-Parts,Auto Gaz Gaz-Parts,True,1.0,1.0,1.0,1.0,1.0
Bas s.c. El¿bieta Kucharska Ryszard Kucharski,Bas s.c. El¿bieta Kucharska Ryszard Kucharski,True,1.0,1.0,1.0,1.0,1.0
E.M.G GAZ-SYSTEM,E.M.G GAZ-SYSTEM,True,1.0,1.0,1.0,1.0,1.0
Auto-Perfekt,Auto-Perfekt,True,1.0,1.0,1.0,1.0,1.0
LPG House,LPG House,True,1.0,1.0,1.0,1.0,1.0
Auto-Center s.c.,Auto-Center s.c.,True,1.0,1.0,1.0,1.0,1.0
Auto-Eko-Gaz Warsztat Samochodowy Andrzej Baron,Auto-Eko-Gaz Warsztat Samochodowy Andrzej Baron,True,1.0,1.0,1.0,1.0,1.0
LTA Polonia,LTA Polonia,True,1.0,1.0,1.0,1.0,1.0
Autogaz A.Z Arkadiusz Zieliñski MONTA¯-SERWIS instalacji gazowych LPG,Autogaz A.Z Arkadiusz Zieliñski MONTA¯-SERWIS instalacji gazowych LPG,True,1.0,1.0,1.0,1.0,1.0
auto-gaz piotr jakubik,auto-gaz piotr jakubik,True,1.0,1.0,1.0,1.0,1.0
Serwis Samochodów Francuskich Auto Box Roman Zwierzchowski,Serwis Samochodów Francuskich Auto Box Roman Zwierzchowski,True,1.0,1.0,1.0,1.0,1.0
Eco Car Rafa³ Chmielewski,co Car Rafa³ Chmielewski,False,0.04,0.96,0.9866666666666667,0.9866666666666667,0.9795918367346939
Auto-Lux Mariusz Stopa,Auto-Lux Mariusz Stopa,True,1.0,1.0,1.0,1.0,1.0
QSC Auto Gaz Monta¿ Serwis Autoelektronika,QSC Auto Gaz Monta¿ Serwis Autoelektronika,True,1.0,1.0,1.0,1.0,1.0
AUTO MOTO GAZ S³awomir Za³êski,AUTO MOTO GAZ S³awomir Za³êski,True,1.0,1.0,1.0,1.0,1.0
ICCG'' International Cars Center Group,ICCG'' International Cars Center Group,True,1.0,1.0,1.0,1.0,1.0
CITO Auto Gaz,CITO AUTO GAZ,False,0.6153846153846154,0.6153846153846154,0.7435897435897436,0.8974358974358975,0.6153846153846154
PHU DYMOWSCY,PHU DYMOWSCY,True,1.0,1.0,1.0,1.0,1.0
Car-line,Car-line,True,1.0,1.0,1.0,1.0,1.0
D G Krzysztof Jarmuszewski,D G Krzysztof Jarmuszewski,True,1.0,1.0,1.0,1.0,1.0
AUTO SERWIS - Instalacje Gazowe Arkadiusz Szynalski,AUTOSERWIS-InstalacjeGazoweArkadiuszSzynalski,False,0.19607843137254902,0.8823529411764706,0.9607843137254902,0.9764705882352941,0.9375
AUTO-GAZ Antoni Do³êga,AUTO-GAZ Antoni Do³êga,True,1.0,1.0,1.0,1.0,1.0
MCC GAS s.c.,MCC GAS s.c.,True,1.0,1.0,1.0,1.0,1.0
Auto Gaz Monta¿ Pawe³ Bugnacki,Auto Gaz Monta¿ Pawe³ Bugnacki,True,1.0,1.0,1.0,1.0,1.0
MOTO-AS,Moto-As,False,0.42857142857142855,0.42857142857142855,0.6190476190476191,0.6571428571428571,0.42857142857142855
Olk mariusz - Zak³ad mechaniki pojazdowej,Olk mariusz - Zak³ad mechaniki pojazdowej,True,1.0,1.0,1.0,1.0,1.0
Auto Service J&G,AUTO SERVICE J&G,False,0.4375,0.4375,0.625,0.6625,0.4375
PHU Gas System Izabella Jadwiga Wojdacka,PHU Gas System Izabella Jadwiga Wojdacka,True,1.0,1.0,1.0,1.0,1.0
PHU Argo,PHU ArgBo,False,0.8888888888888888,0.9012345679012346,0.9629629629629629,0.9888888888888889,0.9411764705882353
AUTO-GAZ Krzysztof Giemza,Auto-Gaz Krzysztof Giemza,False,0.8,0.8,0.7333333333333334,0.76,0.8
Zak³ad Us³ugowy "KUBUŒ" Adam Mroczkowski,Zak³adUs³ugowy"KUBUŒ"AdamMroczkowski,False,0.325,0.9,0.9666666666666667,0.9866666666666667,0.9473684210526315
Moto Doktor,Moto Doktor,True,1.0,1.0,1.0,1.0,1.0
AUTOGAZ-LPG monta¿ serwis,AUTOGAZ-LPG monta¿ serwis,True,1.0,1.0,1.0,1.0,1.0
AUTO GAZ Diagostyka samochodowa i klimatyzacje,AUTO GAZ DIAGOSTYKA SAMOCHODOWA I KLIMATYZACJE,False,0.2826086956521739,0.2826086956521739,0.5217391304347826,1.0,0.2391304347826087
Landi Serwis-Monta¿ Instalacji gazowych. Serwis Motoryzacyjny,Landi Serwis-Monta¿ Instalacji gazowych. Serwis Motoryzacyjny,True,1.0,1.0,1.0,1.0,1.0
Autogaz £omnicki-Tech,Autogaz£omnickyi-Tech,False,0.6190476190476191,0.9047619047619048,0.9682539682539683,0.9904761904761905,0.9523809523809523
as-car,as-car,True,1.0,1.0,1.0,1.0,1.0
Gomar Motoryzacja Robert £y¿wa,Gomar Motoryzacja Robert £y¿wa,True,1.0,1.0,1.0,1.0,1.0
Przedsiêbiorstwo Us³ugowo Handlowe JULPOL Piotr Rudnik,Przedsiêbiorstwo Us³ugowo Handlowe JULPOL Piotr Rudnik,True,1.0,1.0,1.0,1.0,1.0
Auto Gaz Mazowsze Krzysztof Ga³ecki,AutoGazMazowszeKrzysztofGa³ecki,False,0.2571428571428571,0.8857142857142857,0.9619047619047619,0.9771428571428572,0.9393939393939394
Auto-Gaz PPUH Grzegorz Kobza,Auto-GazPPUHGrzegorzKobza,False,0.42857142857142855,0.8928571428571429,0.9642857142857143,0.9928571428571429,0.9433962264150944
Monta¿ serwis instalacji gazowych auto gaz,monta¿ serwis instalacji gazowych auto gaz,False,0.9761904761904762,0.9761904761904762,0.9841269841269842,0.9841269841269842,0.9761904761904762
PPUH''Tomex ''Tomasz Czarnowski,PPUH''Tomex ''Tomasz Czarnowski,True,1.0,1.0,1.0,1.0,1.0
AG Zavoli KME DIEGO MWM,AG Zavoli KME DIEGO MWM,True,1.0,1.0,1.0,1.0,1.0
Delta PPHU Zbigniew Œliwa,Delta PPHU Zbigniew Œliwa,True,1.0,1.0,1.0,1.0,1.0
Piszczek Gzegorz Auto-Gaz-Serwis,Piszczek Gzegorz Auto-Gaz-Serwis,True,1.0,1.0,1.0,1.0,1.0
Mobil Gaz Lewandowski Dariusz,Mobil Gaz Lewandowski Dariusz,True,1.0,1.0,1.0,1.0,1.0
Autogaz - Monta¿ i obs³uga instalacji gazowych - Wojtasik J.,Autogaz - Monta¿ i obs³uga instalacji gazowych - Wojtasik J.,True,1.0,1.0,1.0,1.0,1.0
Arcar - Instalacje gazowe-monta¿ serwis,Arcar - Instalacje gazowe-monta¿ serwis,True,1.0,1.0,1.0,1.0,1.0
Gaz- Koltec Necam Mechanika Elektromechanika Pojazdowa Auto-Heart,Gaz-KoltecNecamMechanikaElektromechanikaPojazdowaAuto-Heart,False,0.2153846153846154,0.9076923076923077,0.9692307692307692,0.9815384615384616,0.9516129032258065
Autogaz - Adam Baran,Autogaz- Adam Baran,False,0.4,0.95,0.9219298245614035,0.9765789473684211,0.9743589743589743
Broker Serwis Ogólnopolska Sieæ Warsztatów,Broker Serwis Ogólnopolska Sieæ Warsztatów,True,1.0,1.0,1.0,1.0,1.0
Opolski Serwis Gazowy s.c.,Opolski Serwis Gazowy s.c.,True,1.0,1.0,1.0,1.0,1.0
Stacja Kontroli Pojazdów Ponicki Diagnostic,Stacja Kontroli Pojazdów Ponicki Diagnostic,True,1.0,1.0,1.0,1.0,1.0
IDEA TECHNIK Jan M³ynarczyk,IDEATECHNIKJanM³ynarczyk,False,0.25925925925925924,0.8888888888888888,0.9629629629629629,0.9777777777777777,0.9411764705882353
Ecowash Mobilna Myjnia Parowa,Ecowash Mobilna Myjnia Parowa,True,1.0,1.0,1.0,1.0,1.0
Dr.Auto Krystian Gr¹dzki,Dr.Auto Krystian Gr¹dzki,True,1.0,1.0,1.0,1.0,1.0
MJM Firma sprz¹taj¹ca,MJMFirmasprz¹taj¹ca,False,0.23809523809523808,0.9047619047619048,0.9682539682539683,0.9777777777777777,0.95
Parking - Dowóz na Lotnisko,Parking - Dowóz na Lotnisko,True,1.0,1.0,1.0,1.0,1.0
Przedsiêbiorstwo handlowe "STANCHEM",Przedsiêbiorstwo handlowe "STANCHEM",True,1.0,1.0,1.0,1.0,1.0
Eurofastic Firma Handlowo Us³ugowa,Eurofastic Firma Handlowo Us³ugowa,True,1.0,1.0,1.0,1.0,1.0
Firma Handlowo-Us³ugowa "ACIS",Firma Handlowo-Us³ugowa "ACIS",True,1.0,1.0,1.0,1.0,1.0
STEAM ZONE,STEAM ZONE,True,1.0,1.0,1.0,1.0,1.0
Beskidzkie Centrum Czystoœci Apeks Sp. j.,Beskidzkie Centrum Czystoœci Apeks Sp. j.,True,1.0,1.0,1.0,1.0,1.0
Ubezpieczenia transport czyszczenie tapicerek,Ubezpieczenia transport czyszczenie tapicerek,True,1.0,1.0,1.0,1.0,1.0
BEZWODNA Myjnia rêczna,BEZWODNA Myjnia rêczna,True,1.0,1.0,1.0,1.0,1.0
STEAM CAR&AUTO DETAILING Jaros³aw Niegocki,STEAM CAR&AUTO DETAILING Jaros³aw Niegocki,True,1.0,1.0,1.0,1.0,1.0
Auto Szyby ISO GLAS,Auto Szyby ISO GLAS,True,1.0,1.0,1.0,1.0,1.0
Przedsiêbiorstwo Us³ugowo-Produkcyjno-Handlowe "Bowal" Sp. z o.o.,Przedsiêbiorstwo Us³ugowo-Produkcyjno-Handlowe "Bowal" Sp. z o.o.,True,1.0,1.0,1.0,1.0,1.0
AUTO-EFEKT Pranie Tapicerki i Kosmetyka Samochodowa,Auto-Efekt Pranie Tapicerki I Kosmetyka Samochodowa,False,0.8431372549019608,0.8431372549019608,0.8179054567563458,0.8361149110807112,0.8431372549019608
CS Sp. z o.o.,CS Sp. z o.o.,True,1.0,1.0,1.0,1.0,1.0
JS MOTO Jacek Serafin,JS MOTO Jacek Serafin,True,1.0,1.0,1.0,1.0,1.0
EKO-B£YSK'' Andrzej Rêkas,EKO-B£YSK'' Andrzej Rêkas,True,1.0,1.0,1.0,1.0,1.0
Przedsiêbiorstwo Wielobran¿owe Niagara Iwona Œlêzak,Przedsiêbiorstwo Wielobran¿owe Niagara Iwona Œlêzak,True,1.0,1.0,1.0,1.0,1.0
Us³ugi motoryzacyjne Ewa Ludwikowska,Us³ugi motoryzacyjne Ewa Ludwikowska,True,1.0,1.0,1.0,1.0,1.0
MEMP Szymon Kowalik,MEMP Szymon Kowalik,True,1.0,1.0,1.0,1.0,1.0
Myjnia samochodowa TAKO,Myjnia samochodowa TAKO,True,1.0,1.0,1.0,1.0,1.0
myjnie rêczna reda,myjnie rêczna red,False,1.0,0.9444444444444444,0.9814814814814815,1.0129629629629628,0.9714285714285714
Bastek Firma Handlowa,Bastek Firma Handlowa,True,1.0,1.0,1.0,1.0,1.0
Auto Myjnia Jumbo,Auto Myjnia Jumbo,True,1.0,1.0,1.0,1.0,1.0
Myjnia samochodowa reczna,MYJNIA SAMOCHODOWA RECZNA,False,0.12,0.12,0.41333333333333333,0.472,0.08
AUTO DOM BIURO,AUTO DOM BIURO,True,1.0,1.0,1.0,1.0,1.0
Smartpar mobilna myjnia parowa,Smartparmobilnamyjniaparowa,False,0.4,0.9,0.9666666666666667,0.9933333333333333,0.9473684210526315
Firma Us³ugowa Auto - Odnowa,Firma Us³ugowa Auto - Odnowa,True,1.0,1.0,1.0,1.0,1.0
ProEXCLUSIVE,proexclusive,False,0.16666666666666666,0.16666666666666666,0.4444444444444444,0.4444444444444444,0.16666666666666666
Duel S.C. Justyna i Tomasz Gu³a,Duel S.C. Justyna i Tomasz Gu³a,True,1.0,1.0,1.0,1.0,1.0
AUTO MYJNIA GUMIŒ,auto myjnia gumiœ,False,0.11764705882352941,0.11764705882352941,0.411764705882353,0.411764705882353,0.058823529411764705
EcoPitStop Mobilna myjnia parowa,EcoPitStopMobilnamyjniaparowa,False,0.4375,0.90625,0.96875,1.0,0.9508196721311475
Automyjnia. Salon Kosmetyki Samochodowej,Automyjnia. Saln Kosmetyki Samochodowej,False,0.4,0.975,0.9019230769230769,1.0490384615384616,0.9873417721518988
MC AUTO SERWIS s.c.,MCAUTOSERWISs.c.,False,0.2631578947368421,0.8421052631578947,0.9473684210526315,0.9578947368421052,0.9142857142857143
KRECIK Tomasz Baraniuk,KRECIK Tomasz Baraniuk,True,1.0,1.0,1.0,1.0,1.0
Przedsiêbiorstwo Us³ugowo-Handlowo-Produkcyjne Eco-mobile,Przedsiêbiorstwo Us³ugowo-Handlowo-Produkcyjne Eco-mobile,True,1.0,1.0,1.0,1.0,1.0
ecomyjnia,ecomyjnia,True,1.0,1.0,1.0,1.0,1.0
ECO-MYJNIA Kamil Tuchelman,ECO-MYJNIA Kamil Tuchelman,True,1.0,1.0,1.0,1.0,1.0
Autokosmetyka Marko,Autokosmetyka Marko,True,1.0,1.0,1.0,1.0,1.0
KIMEL GROUP Kimel Maciej,KIMEL GROOUP Kimel Maciej,False,0.4,0.9616,0.9866666666666667,0.9986666666666667,0.9795918367346939
TURBO MYJNIA - Ekologiczna myjnia parowa,TURBO MYJNIA - Ekologiczna myjnia parowa,True,1.0,1.0,1.0,1.0,1.0
CarBlo Sp. z o.o.,CarBlo Sp. z o.o.,True,1.0,1.0,1.0,1.0,1.0
Bo-Wa FHU Bogus³aw Waluœ,Bo-Wa FHU Bogus³aw Waluœ,True,1.0,1.0,1.0,1.0,1.0
ABC Auto Myjnia Fenix-Pro,ABC Auto Myjnia Fenix-Pro,True,1.0,1.0,1.0,1.0,1.0
Mobilna Myjnia Parowa LUXCAR,Mobilna Myjnia Parowa LUXCAR,True,1.0,1.0,1.0,1.0,1.0
BARTGUM,BARTGUM,True,1.0,1.0,1.0,1.0,1.0
ATAK.Z Tomasz Zawodniak,ATAK.Z Tomasz Zawodniak,True,1.0,1.0,1.0,1.0,1.0
Auto Wash - Park,Auto Wash - Park,True,1.0,1.0,1.0,1.0,1.0
